"","X","region","population","sex","age","education","income","statusquo","vote"
"1863",1863,"SA",250000,"M",24,"PS",35000,-0.76975,"A"
"1864",1864,"SA",250000,"M",60,"P",35000,1.5877,"Y"
"1865",1865,"SA",250000,"M",54,"P",7500,0.32214,"U"
"1868",1868,"SA",250000,"F",38,"P",35000,-0.71844,"Y"
"1870",1870,"SA",250000,"M",40,"S",35000,-1.29617,"N"
"1871",1871,"SA",250000,"M",18,"S",7500,-0.60959,"U"
"1872",1872,"SA",250000,"F",49,"P",35000,0.90167,"Y"
"1873",1873,"SA",250000,"M",43,"PS",75000,1.33092,"Y"
"1874",1874,"SA",250000,"F",34,"PS",75000,-1.22424,"N"
"1875",1875,"SA",250000,"F",54,"P",35000,0.0032,"U"
"1876",1876,"SA",250000,"M",18,"S",35000,-1.30351,"N"
"1877",1877,"SA",250000,"F",26,"S",7500,-1.1212,"U"
"1879",1879,"SA",250000,"M",52,"S",7500,1.19812,"Y"
"1880",1880,"SA",250000,"M",55,"S",2500,-1.29617,"N"
"1881",1881,"SA",250000,"M",23,"S",15000,-1.29617,"N"
"1882",1882,"SA",250000,"M",38,"P",15000,-1.19739,"N"
"1883",1883,"SA",250000,"F",36,"P",2500,-1.05197,"U"
"1884",1884,"SA",250000,"F",46,"P",7500,-0.98023,"N"
"1885",1885,"SA",250000,"F",33,"P",7500,-1.12528,"N"
"1886",1886,"SA",250000,"M",43,"S",15000,0.15515,"U"
"1887",1887,"SA",250000,"M",21,"S",35000,0.60084,"Y"
"1888",1888,"SA",250000,"M",49,"P",15000,1.35626,"Y"
"1889",1889,"SA",250000,"F",21,"P",15000,1.19147,"Y"
"1890",1890,"SA",250000,"F",56,"P",7500,0.38583,"Y"
"1891",1891,"SA",250000,"F",35,"P",7500,-0.80037,"U"
"1892",1892,"SA",250000,"M",18,"S",15000,1.02608,"Y"
"1893",1893,"SA",250000,"F",41,"P",2500,-0.41295,"U"
"1894",1894,"SA",250000,"F",49,"P",35000,0.38253,"U"
"1895",1895,"SA",250000,"M",37,"S",35000,-1.29617,"N"
"1896",1896,"SA",250000,"M",55,"P",7500,0.81641,"U"
"1897",1897,"SA",250000,"F",49,"P",2500,1.29338,"U"
"1898",1898,"SA",250000,"M",22,"S",7500,0.87797,"N"
"1899",1899,"SA",250000,"F",26,"S",15000,0.12779,"Y"
"1900",1900,"SA",250000,"M",51,"P",15000,1.47784,"Y"
"1901",1901,"SA",250000,"F",56,"P",15000,-1.29617,"N"
"1903",1903,"SA",250000,"F",30,"P",15000,1.03464,"U"
"1904",1904,"SA",250000,"M",45,"S",15000,-1.21834,"N"
"1905",1905,"SA",250000,"M",31,"P",35000,-0.53827,"U"
"1906",1906,"SA",250000,"M",35,"P",7500,-0.93981,"U"
"1907",1907,"SA",250000,"M",53,"P",15000,-1.18011,"N"
"1908",1908,"SA",250000,"M",63,"P",35000,-1.29617,"N"
"1909",1909,"SA",250000,"F",25,"S",7500,1.43653,"Y"
"1910",1910,"SA",250000,"F",40,"P",2500,-1.30469,"N"
"1911",1911,"SA",250000,"F",54,"P",7500,-1.21834,"N"
"1912",1912,"SA",250000,"F",62,"P",35000,0.88557,"Y"
"1913",1913,"SA",250000,"F",19,"S",35000,-1.25795,"U"
"1914",1914,"SA",250000,"M",26,"S",15000,-0.71001,"N"
"1915",1915,"SA",250000,"M",61,"P",7500,1.01062,"Y"
"1917",1917,"SA",250000,"M",39,"P",15000,-0.72982,"A"
"1918",1918,"SA",250000,"M",22,"P",7500,-0.04564,"Y"
"1919",1919,"SA",250000,"M",21,"S",15000,-1.29617,"N"
"1920",1920,"SA",250000,"F",59,"P",7500,-0.17956,"Y"
"1922",1922,"SA",250000,"M",65,"P",15000,0.04302,"U"
"1923",1923,"SA",250000,"F",61,"P",7500,0.54606,"Y"
"1924",1924,"SA",250000,"F",30,"P",7500,-0.25119,"U"
"1925",1925,"SA",250000,"M",27,"S",35000,0.13241,"Y"
"1926",1926,"SA",250000,"M",60,"P",15000,0.55837,"Y"
"1927",1927,"SA",250000,"M",33,"S",75000,-1.19132,"A"
"1928",1928,"SA",250000,"F",32,"S",35000,0.38569,"U"
"1929",1929,"SA",250000,"F",38,"S",35000,-1.04685,"U"
"1930",1930,"SA",250000,"M",56,"P",35000,0.41755,"Y"
"1931",1931,"SA",250000,"F",45,"S",15000,0.89367,"Y"
"1932",1932,"SA",250000,"F",18,"S",35000,0.43887,"Y"
"1933",1933,"SA",250000,"F",39,"S",35000,-0.12671,"U"
"1934",1934,"SA",250000,"M",57,"P",15000,0.53539,"U"
"1935",1935,"SA",250000,"M",51,"P",7500,-1.29617,"N"
"1936",1936,"SA",250000,"M",32,"S",15000,-0.84836,"N"
"1937",1937,"SA",250000,"M",70,"P",35000,0.72449,"Y"
"1938",1938,"SA",250000,"F",20,"S",15000,1.00364,"Y"
"1939",1939,"SA",250000,"F",46,"S",7500,-0.42243,"N"
"1940",1940,"SA",250000,"F",55,"P",35000,-0.55903,"N"
"1941",1941,"SA",250000,"M",23,"S",35000,0.22104,"A"
"1942",1942,"SA",250000,"F",28,"S",15000,-1.29617,"N"
"1943",1943,"SA",250000,"F",22,"S",35000,-1.17702,"U"
"1944",1944,"SA",250000,"M",23,"PS",35000,-1.30351,"N"
"1945",1945,"SA",250000,"F",37,"P",35000,-1.12566,"U"
"1946",1946,"SA",250000,"M",47,"S",15000,-0.80419,"U"
"1947",1947,"SA",250000,"M",42,"P",35000,-0.86525,"A"
"1948",1948,"SA",250000,"F",47,"S",15000,-1.22502,"N"
"1949",1949,"SA",250000,"F",45,"S",125000,-0.60096,"U"
"1950",1950,"SA",250000,"M",18,"S",75000,-1.06848,"N"
"1951",1951,"SA",250000,"F",27,"P",7500,-0.05229,"U"
"1952",1952,"SA",250000,"F",48,"P",35000,0.58275,"Y"
"1953",1953,"SA",250000,"F",18,"S",35000,-1.29617,"N"
"1955",1955,"SA",250000,"F",33,"P",2500,-0.32492,"U"
"1956",1956,"SA",250000,"M",27,"S",7500,-1.34392,"N"
"1957",1957,"SA",250000,"M",48,"P",35000,-1.19504,"N"
"1958",1958,"SA",250000,"F",45,"P",35000,-0.49641,"U"
"1959",1959,"SA",250000,"F",32,"PS",35000,-0.93492,"U"
"1960",1960,"SA",250000,"M",34,"P",15000,-0.17177,"U"
"1961",1961,"SA",250000,"F",36,"PS",35000,0.00055,"U"
"1962",1962,"SA",250000,"M",49,"S",125000,-1.25795,"N"
"1963",1963,"SA",250000,"F",43,"S",35000,0.25319,"Y"
"1964",1964,"SA",250000,"F",19,"S",75000,1.35136,"Y"
"1965",1965,"SA",250000,"M",24,"S",35000,-1.15762,"N"
"1966",1966,"SA",250000,"M",49,"PS",35000,-1.14049,"N"
"1967",1967,"SA",250000,"M",24,"PS",75000,-0.96014,"N"
"1968",1968,"SA",250000,"M",56,"S",75000,-1.10273,"N"
"1969",1969,"SA",250000,"F",47,"P",15000,1.54808,"Y"
"1970",1970,"SA",250000,"F",35,"S",15000,-0.35334,"A"
"1971",1971,"SA",250000,"M",45,"PS",35000,-1.04016,"N"
"1973",1973,"SA",250000,"F",26,"S",15000,-1.14952,"N"
"1974",1974,"SA",250000,"M",48,"S",7500,-0.46328,"A"
"1975",1975,"SA",250000,"M",20,"S",35000,-1.07386,"N"
"1976",1976,"SA",250000,"F",26,"S",125000,0.30352,"Y"
"1977",1977,"SA",250000,"F",64,"P",2500,-1.29617,"U"
"1978",1978,"SA",250000,"M",41,"S",15000,-1.29617,"N"
"1979",1979,"SA",250000,"M",22,"S",35000,0.14497,"U"
"1980",1980,"SA",250000,"F",42,"S",75000,-1.25656,"N"
"1981",1981,"SA",250000,"F",44,"P",2500,-1.29617,"N"
"1982",1982,"SA",250000,"M",36,"P",7500,-1.29617,"N"
"1983",1983,"SA",250000,"F",24,"S",15000,-0.73585,"A"
"1985",1985,"SA",250000,"M",27,"S",15000,-0.37315,"N"
"1986",1986,"SA",250000,"M",24,"PS",15000,-0.65961,"N"
"1987",1987,"SA",250000,"F",30,"S",35000,1.24478,"Y"
"1989",1989,"SA",250000,"M",47,"P",35000,-0.98792,"N"
"1990",1990,"SA",250000,"F",55,"P",15000,-0.10726,"Y"
"1991",1991,"SA",250000,"F",54,"P",7500,-1.29617,"N"
"1992",1992,"SA",250000,"F",34,"P",15000,-1.00272,"U"
"1993",1993,"SA",250000,"M",30,"S",15000,-0.45937,"U"
"1995",1995,"SA",250000,"M",56,"P",35000,-0.40479,"Y"
"1996",1996,"SA",250000,"F",42,"S",15000,-0.35685,"U"
"1997",1997,"SA",250000,"F",43,"P",7500,-1.29617,"N"
"1998",1998,"SA",250000,"M",68,"P",7500,-0.70372,"N"
"1999",1999,"SA",250000,"F",23,"PS",75000,0.11608,"U"
"2000",2000,"SA",250000,"M",33,"S",35000,-1.14049,"N"
"2001",2001,"SA",250000,"F",69,"S",35000,0.34293,"U"
"2002",2002,"SA",250000,"F",22,"PS",75000,-1.26305,"A"
"2003",2003,"SA",250000,"M",33,"S",15000,-0.10246,"Y"
"2004",2004,"SA",250000,"F",42,"S",75000,1.26053,"U"
"2005",2005,"SA",250000,"M",62,"S",35000,-0.96901,"N"
"2006",2006,"SA",250000,"F",20,"S",35000,-1.29617,"N"
"2007",2007,"SA",250000,"M",58,"PS",35000,-1.29617,"N"
"2008",2008,"SA",250000,"M",22,"PS",35000,-1.1517,"N"
"2009",2009,"SA",250000,"M",37,"S",35000,-1.03486,"N"
"2010",2010,"SA",250000,"F",42,"S",35000,-1.29617,"N"
"2011",2011,"SA",250000,"F",36,"S",35000,0.5922,"Y"
"2012",2012,"SA",250000,"F",25,"S",35000,-1.08055,"A"
"2013",2013,"SA",250000,"M",62,"S",75000,1.29875,"Y"
"2014",2014,"SA",250000,"M",34,"S",35000,-0.82904,"U"
"2015",2015,"SA",250000,"F",55,"P",7500,1.15429,"U"
"2016",2016,"SA",250000,"M",33,"PS",75000,-0.86276,"N"
"2017",2017,"SA",250000,"M",45,"S",35000,1.19997,"Y"
"2018",2018,"SA",250000,"M",60,"S",35000,1.5877,"Y"
"2019",2019,"SA",250000,"F",27,"S",7500,-1.29617,"N"
"2020",2020,"SA",250000,"F",50,"S",75000,1.5877,"Y"
"2022",2022,"SA",250000,"M",22,"S",35000,-0.78022,"U"
"2023",2023,"SA",250000,"F",35,"P",15000,-0.51037,"U"
"2025",2025,"SA",250000,"M",28,"S",7500,-1.29617,"N"
"2026",2026,"SA",250000,"M",63,"P",35000,1.18876,"Y"
"2027",2027,"SA",250000,"F",27,"P",7500,-1.29617,"A"
"2028",2028,"SA",250000,"M",50,"S",35000,-1.23032,"U"
"2029",2029,"SA",250000,"F",42,"P",75000,0.90769,"U"
"2030",2030,"SA",250000,"M",24,"PS",35000,1.41464,"Y"
"2031",2031,"SA",250000,"F",24,"PS",35000,0.06047,"A"
"2033",2033,"SA",250000,"M",28,"S",35000,0.03189,"U"
"2035",2035,"SA",250000,"F",36,"S",35000,1.1092,"U"
"2036",2036,"SA",250000,"M",64,"P",2500,-0.23703,"U"
"2037",2037,"SA",250000,"F",48,"P",15000,-0.16364,"A"
"2038",2038,"SA",250000,"M",44,"PS",15000,-0.32082,"U"
"2039",2039,"SA",250000,"F",30,"S",35000,-0.22533,"A"
"2041",2041,"SA",250000,"F",43,"P",7500,0.13591,"Y"
"2042",2042,"SA",250000,"F",50,"P",15000,0.5567,"U"
"2043",2043,"SA",250000,"M",60,"P",35000,-0.88715,"N"
"2044",2044,"SA",250000,"F",22,"P",7500,-0.63484,"U"
"2045",2045,"SA",250000,"M",23,"P",7500,-1.10367,"N"
"2046",2046,"SA",250000,"F",60,"P",2500,0.36597,"Y"
"2047",2047,"SA",250000,"M",19,"S",15000,-1.29617,"N"
"2048",2048,"SA",250000,"F",39,"S",7500,-0.56363,"U"
"2049",2049,"SA",250000,"M",38,"P",15000,-0.40009,"N"
"2050",2050,"SA",250000,"M",37,"S",7500,-0.66692,"N"
"2051",2051,"SA",250000,"M",35,"P",15000,-1.29617,"N"
"2052",2052,"SA",250000,"M",59,"S",35000,-1.29617,"N"
"2053",2053,"SA",250000,"F",35,"P",35000,-1.13471,"A"
"2054",2054,"SA",250000,"F",68,"P",2500,-1.04685,"N"
"2055",2055,"SA",250000,"F",42,"P",15000,-0.62868,"U"
"2056",2056,"SA",250000,"M",25,"S",15000,0.4566,"Y"
"2057",2057,"SA",250000,"F",28,"P",7500,-1.29617,"N"
"2058",2058,"SA",250000,"F",45,"P",15000,-0.42882,"N"
"2059",2059,"SA",250000,"F",38,"P",15000,-0.7714,"U"
"2061",2061,"SA",250000,"F",23,"PS",35000,-0.87985,"U"
"2062",2062,"SA",250000,"F",46,"S",35000,-1.29617,"N"
"2063",2063,"SA",250000,"M",68,"S",15000,1.5877,"Y"
"2065",2065,"SA",250000,"M",21,"PS",75000,0.44665,"A"
"2066",2066,"SA",250000,"M",25,"PS",35000,1.36539,"Y"
"2067",2067,"SA",250000,"F",36,"S",35000,-1.29617,"U"
"2069",2069,"SA",250000,"F",22,"PS",35000,0.15722,"A"
"2070",2070,"SA",250000,"F",61,"S",35000,-1.29617,"N"
"2071",2071,"SA",250000,"M",19,"S",7500,0.47772,"A"
"2072",2072,"SA",250000,"M",62,"P",35000,-1.21834,"N"
"2073",2073,"SA",250000,"F",40,"P",15000,1.5877,"Y"
"2074",2074,"SA",250000,"F",21,"PS",35000,-1.72594,"N"
"2076",2076,"SA",250000,"F",25,"P",7500,1.51869,"Y"
"2077",2077,"SA",250000,"M",35,"S",35000,-0.89647,"U"
"2078",2078,"SA",250000,"F",40,"P",7500,1.5877,"Y"
"2079",2079,"SA",250000,"F",43,"S",2500,0.80245,"N"
"2080",2080,"SA",250000,"M",64,"P",7500,-0.91383,"U"
"2081",2081,"SA",250000,"F",35,"S",35000,1.1425,"Y"
"2083",2083,"SA",250000,"F",23,"PS",35000,1.51515,"Y"
"2084",2084,"SA",250000,"F",39,"P",75000,0.3898,"Y"
"2085",2085,"SA",250000,"M",18,"PS",75000,1.40042,"Y"
"2086",2086,"SA",250000,"M",54,"S",35000,1.46885,"Y"
"2089",2089,"SA",250000,"M",42,"S",125000,-1.2105,"N"
"2090",2090,"SA",250000,"F",42,"S",7500,-0.93171,"N"
"2091",2091,"SA",250000,"F",60,"P",7500,1.37276,"Y"
"2092",2092,"SA",250000,"F",31,"S",15000,-1.29617,"A"
"2093",2093,"SA",250000,"M",60,"P",7500,0.09968,"Y"
"2094",2094,"SA",250000,"M",20,"P",15000,-1.10678,"N"
"2095",2095,"SA",250000,"M",25,"P",7500,-1.07069,"N"
"2096",2096,"SA",250000,"M",30,"P",7500,0.99912,"Y"
"2097",2097,"SA",250000,"F",35,"S",15000,-0.24978,"N"
"2098",2098,"SA",250000,"M",65,"P",35000,-0.97492,"N"
"2099",2099,"SA",250000,"F",62,"PS",15000,-1.06935,"A"
"2100",2100,"SA",250000,"F",50,"S",75000,0.15413,"Y"
"2101",2101,"SA",250000,"F",20,"S",35000,-0.73822,"U"
"2102",2102,"SA",250000,"M",24,"P",15000,-1.26247,"N"
"2103",2103,"SA",250000,"F",61,"P",2500,-1.18602,"A"
"2104",2104,"SA",250000,"M",44,"P",35000,-0.16244,"U"
"2105",2105,"SA",250000,"M",59,"P",7500,-0.97169,"U"
"2106",2106,"SA",250000,"F",23,"P",7500,0.87023,"Y"
"2107",2107,"SA",250000,"M",22,"S",35000,1.1763,"U"
"2108",2108,"SA",250000,"M",45,"P",35000,0.20171,"Y"
"2109",2109,"SA",250000,"F",40,"S",35000,-1.29617,"N"
"2110",2110,"SA",250000,"F",66,"P",35000,-1.29617,"N"
"2111",2111,"SA",250000,"M",60,"P",75000,1.55399,"Y"
"2112",2112,"SA",250000,"F",29,"S",15000,-0.92834,"A"
"2114",2114,"SA",250000,"M",31,"S",15000,1.16822,"Y"
"2115",2115,"SA",250000,"F",29,"S",75000,-0.78516,"U"
"2116",2116,"SA",250000,"M",24,"S",15000,-0.67418,"Y"
"2117",2117,"SA",250000,"M",59,"P",35000,1.27849,"Y"
"2118",2118,"SA",250000,"F",29,"S",75000,1.40361,"Y"
"2119",2119,"SA",250000,"F",48,"P",15000,-0.05921,"U"
"2120",2120,"SA",250000,"F",45,"P",35000,-1.03643,"A"
"2122",2122,"SA",250000,"F",23,"S",35000,-1.15795,"N"
"2123",2123,"SA",250000,"M",70,"P",7500,-1.25795,"N"
"2124",2124,"SA",250000,"M",34,"PS",35000,-1.21777,"N"
"2125",2125,"SA",250000,"F",52,"P",15000,-1.22954,"U"
"2126",2126,"SA",250000,"F",23,"PS",15000,-1.14049,"N"
"2127",2127,"SA",250000,"M",18,"S",35000,-1.25795,"N"
"2129",2129,"SA",250000,"F",58,"P",7500,1.37986,"U"
"2130",2130,"SA",250000,"M",67,"P",15000,-1.2629,"U"
"2131",2131,"SA",250000,"F",23,"P",7500,-0.26963,"N"
"2132",2132,"SA",250000,"M",43,"P",15000,0.16466,"U"
"2133",2133,"SA",250000,"M",18,"S",7500,-0.79979,"Y"
"2134",2134,"SA",250000,"M",43,"P",75000,1.44541,"Y"
"2135",2135,"SA",250000,"F",45,"P",35000,-1.06673,"U"
"2136",2136,"SA",250000,"F",57,"P",7500,0.11796,"U"
"2137",2137,"SA",250000,"F",23,"S",35000,-1.16369,"N"
"2138",2138,"SA",250000,"F",45,"P",15000,1.42782,"U"
"2139",2139,"SA",250000,"M",37,"P",15000,0.50129,"N"
"2140",2140,"SA",250000,"M",24,"S",35000,1.25589,"Y"
"2141",2141,"SA",250000,"F",40,"P",35000,-0.97614,"N"
"2142",2142,"SA",250000,"F",35,"P",7500,1.54808,"Y"
"2143",2143,"SA",250000,"M",27,"S",7500,0.19955,"N"
"2144",2144,"SA",250000,"M",45,"P",35000,1.51515,"Y"
"2145",2145,"SA",250000,"M",43,"P",2500,0.51876,"A"
"2146",2146,"SA",250000,"F",32,"P",7500,-0.05572,"A"
"2147",2147,"SA",250000,"F",57,"P",2500,0.19502,"U"
"2148",2148,"SA",250000,"M",28,"S",15000,-0.86034,"A"
"2149",2149,"SA",250000,"F",46,"P",15000,0.96365,"Y"
"2150",2150,"SA",250000,"M",38,"S",2500,-0.96979,"U"
"2151",2151,"SA",250000,"F",25,"S",15000,1.05131,"Y"
"2152",2152,"SA",250000,"M",18,"S",15000,-0.88433,"N"
"2153",2153,"SA",250000,"F",39,"P",15000,-1.20559,"U"
"2154",2154,"SA",250000,"M",44,"S",7500,-0.07422,"U"
"2155",2155,"SA",250000,"M",46,"P",15000,-1.1008,"N"
"2156",2156,"SA",250000,"F",20,"P",7500,-1.21974,"N"
"2157",2157,"SA",250000,"F",60,"P",15000,-1.11727,"U"
"2158",2158,"SA",250000,"M",20,"S",35000,0.39838,"U"
"2159",2159,"SA",250000,"F",55,"P",2500,-1.19286,"N"
"2160",2160,"SA",250000,"M",70,"P",7500,0.18178,"U"
"2161",2161,"SA",250000,"F",18,"S",15000,0.10006,"U"
"2162",2162,"SA",250000,"F",50,"P",15000,0.14497,"U"
"2163",2163,"SA",250000,"M",38,"P",35000,-1.21834,"N"
"2164",2164,"SA",250000,"M",55,"P",35000,-1.21834,"N"
"2165",2165,"SA",250000,"M",18,"S",35000,1.12067,"Y"
"2167",2167,"SA",250000,"F",40,"P",35000,0.33514,"Y"
"2168",2168,"SA",250000,"M",21,"S",35000,-1.21834,"N"
"2169",2169,"SA",250000,"M",49,"P",15000,-1.21834,"N"
"2170",2170,"SA",250000,"M",37,"S",15000,-1.04094,"Y"
"2171",2171,"SA",250000,"M",37,"S",35000,1.04274,"U"
"2172",2172,"SA",250000,"M",36,"S",15000,-1.18151,"N"
"2173",2173,"SA",250000,"F",24,"S",7500,-1.29617,"N"
"2174",2174,"SA",250000,"M",25,"PS",15000,-0.91941,"N"
"2175",2175,"SA",250000,"F",58,"P",7500,1.5368,"Y"
"2176",2176,"SA",250000,"F",54,"S",35000,1.47476,"Y"
"2177",2177,"SA",250000,"M",53,"S",35000,-1.0444,"N"
"2179",2179,"SA",250000,"M",19,"S",35000,-1.14719,"N"
"2180",2180,"SA",250000,"M",59,"P",35000,0.20745,"Y"
"2181",2181,"SA",250000,"F",36,"P",35000,-1.17871,"N"
"2182",2182,"SA",250000,"F",31,"S",15000,0.93119,"Y"
"2183",2183,"SA",250000,"M",18,"S",7500,1.18721,"U"
"2184",2184,"SA",250000,"M",43,"P",15000,-0.92939,"U"
"2185",2185,"SA",250000,"M",27,"S",15000,1.18527,"U"
"2186",2186,"SA",250000,"F",25,"S",7500,1.1535,"U"
"2187",2187,"SA",250000,"F",45,"P",15000,-1.29617,"N"
"2188",2188,"SA",250000,"M",18,"S",35000,1.23212,"Y"
"2189",2189,"SA",250000,"M",38,"P",15000,1.29875,"Y"
"2190",2190,"SA",250000,"M",66,"P",15000,-0.91715,"U"
"2191",2191,"SA",250000,"M",55,"P",15000,-1.29617,"A"
"2192",2192,"SA",250000,"F",37,"P",15000,-0.29711,"U"
"2193",2193,"SA",250000,"F",39,"P",15000,-0.76404,"N"
"2194",2194,"SA",250000,"M",65,"P",2500,1.54947,"Y"
"2195",2195,"SA",250000,"M",29,"S",15000,-0.14864,"A"
"2196",2196,"SA",250000,"M",39,"P",15000,-0.45208,"N"
"2197",2197,"SA",250000,"F",27,"S",15000,-1.29617,"N"
"2199",2199,"SA",250000,"F",48,"S",15000,-1.25656,"A"
"2200",2200,"SA",250000,"M",18,"S",15000,-0.42745,"N"
"2201",2201,"SA",250000,"M",27,"PS",75000,-1.17723,"N"
"2202",2202,"SA",250000,"F",56,"S",125000,-1.27876,"A"
"2203",2203,"SA",250000,"F",21,"S",7500,-0.36225,"A"
"2204",2204,"SA",250000,"M",36,"PS",75000,1.44593,"Y"
"2206",2206,"SA",250000,"F",28,"S",15000,-0.60491,"Y"
"2207",2207,"SA",250000,"F",33,"PS",35000,-0.67038,"N"
"2208",2208,"SA",250000,"F",51,"P",35000,1.3309,"Y"
"2209",2209,"SA",250000,"M",51,"PS",35000,-1.02895,"N"
"2210",2210,"SA",250000,"M",22,"PS",15000,-0.55476,"N"
"2211",2211,"SA",250000,"F",25,"P",15000,-1.10496,"U"
"2212",2212,"SA",250000,"F",36,"P",7500,-0.39733,"N"
"2213",2213,"SA",250000,"F",45,"S",35000,-1.29617,"N"
"2214",2214,"SA",250000,"M",21,"P",7500,-1.29617,"N"
"2215",2215,"SA",250000,"M",38,"P",7500,-1.14103,"N"
"2216",2216,"SA",250000,"F",28,"PS",7500,-0.90906,"N"
"2217",2217,"SA",250000,"M",68,"P",75000,-1.10507,"U"
"2218",2218,"SA",250000,"F",36,"P",35000,-0.98083,"U"
"2219",2219,"SA",250000,"F",40,"S",15000,-1.29617,"N"
"2220",2220,"SA",250000,"M",22,"PS",15000,-1.2307,"N"
"2222",2222,"SA",250000,"M",28,"PS",125000,-1.29617,"N"
"2224",2224,"SA",250000,"F",58,"P",35000,0.93995,"U"
"2225",2225,"SA",250000,"F",26,"S",15000,-0.30841,"U"
"2226",2226,"SA",250000,"F",69,"S",35000,0.26058,"U"
"2227",2227,"SA",250000,"F",28,"PS",35000,-0.8623,"U"
"2228",2228,"SA",250000,"F",66,"P",15000,0.64595,"U"
"2229",2229,"SA",250000,"M",51,"S",35000,1.53157,"Y"
"2230",2230,"SA",250000,"M",18,"S",75000,-0.65243,"U"
"2231",2231,"SA",250000,"M",68,"S",200000,1.48145,"Y"
"2232",2232,"SA",250000,"M",63,"S",35000,1.3368,"Y"
"2233",2233,"SA",250000,"F",24,"S",35000,-0.10004,"A"
"2234",2234,"SA",250000,"F",43,"S",15000,-0.75506,"U"
"2235",2235,"SA",250000,"M",22,"PS",35000,-0.92939,"N"
"2236",2236,"SA",250000,"M",19,"S",125000,-1.04221,"N"
"2237",2237,"SA",250000,"F",53,"P",15000,-0.36198,"U"
"2238",2238,"SA",250000,"F",21,"S",35000,-0.79353,"N"
"2239",2239,"SA",250000,"M",40,"PS",75000,1.5877,"Y"
"2240",2240,"SA",250000,"F",70,"PS",75000,0.07535,"U"
"2241",2241,"SA",250000,"F",42,"S",75000,0.04202,"A"
"2242",2242,"SA",250000,"F",29,"S",15000,-1.25656,"N"
"2244",2244,"SA",250000,"M",60,"S",75000,-1.10502,"N"
"2245",2245,"SA",250000,"M",44,"S",35000,0.04743,"U"
"2246",2246,"SA",250000,"F",62,"P",15000,1.5877,"Y"
"2247",2247,"SA",250000,"F",24,"PS",35000,-1.29617,"N"
"2248",2248,"SA",250000,"M",25,"PS",7500,-1.21974,"N"
"2249",2249,"SA",250000,"F",48,"P",15000,0.1906,"A"
"2251",2251,"SA",250000,"F",59,"S",35000,-0.74848,"A"
"2252",2252,"SA",250000,"M",68,"S",35000,-1.25795,"N"
"2253",2253,"SA",250000,"F",26,"S",35000,-1.10757,"N"
"2254",2254,"SA",250000,"M",57,"S",75000,1.40361,"Y"
"2255",2255,"SA",250000,"M",19,"S",15000,-1.25795,"N"
"2256",2256,"SA",250000,"F",22,"S",35000,-0.44948,"N"
"2257",2257,"SA",250000,"F",54,"P",15000,-1.14049,"N"
"2258",2258,"SA",250000,"F",67,"S",7500,-0.11911,"N"
"2259",2259,"SA",250000,"M",65,"P",75000,-1.08055,"N"
"2260",2260,"SA",250000,"M",33,"P",15000,0.69205,"U"
"2261",2261,"SA",250000,"F",46,"S",15000,1.01625,"Y"
"2262",2262,"SA",250000,"F",55,"S",75000,-1.29617,"N"
"2263",2263,"SA",250000,"F",20,"S",35000,-1.25795,"N"
"2264",2264,"SA",250000,"M",45,"S",15000,0.57007,"Y"
"2265",2265,"SA",250000,"M",29,"S",15000,-1.18323,"N"
"2266",2266,"SA",250000,"M",36,"S",7500,-1.29617,"N"
"2267",2267,"SA",250000,"F",64,"P",35000,-1.29617,"N"
"2268",2268,"SA",250000,"M",20,"S",15000,-0.81078,"N"
"2269",2269,"SA",250000,"F",67,"P",7500,-0.99558,"N"
"2270",2270,"SA",250000,"F",27,"S",15000,-1.29617,"N"
"2271",2271,"SA",250000,"M",59,"P",7500,-1.29617,"N"
"2272",2272,"SA",250000,"M",25,"PS",35000,-1.18011,"N"
"2273",2273,"SA",250000,"F",23,"PS",35000,-1.29617,"N"
"2274",2274,"SA",250000,"F",60,"S",15000,-0.32866,"U"
"2275",2275,"SA",250000,"F",48,"S",75000,-1.14579,"N"
"2276",2276,"SA",250000,"F",28,"S",15000,-0.78735,"Y"
"2277",2277,"SA",250000,"F",48,"P",7500,-1.03937,"U"
"2278",2278,"SA",250000,"M",45,"S",15000,-1.14049,"N"
"2279",2279,"SA",250000,"M",26,"S",15000,-0.9353,"N"
"2280",2280,"SA",250000,"F",37,"P",35000,-1.18011,"N"
"2281",2281,"SA",250000,"F",24,"S",35000,0.13025,"N"
"2282",2282,"SA",250000,"M",32,"S",75000,0.27062,"U"
"2283",2283,"SA",250000,"F",38,"PS",35000,-1.14049,"N"
"2284",2284,"SA",250000,"M",63,"S",75000,-1.00723,"U"
"2285",2285,"SA",250000,"M",38,"PS",75000,-1.29617,"A"
"2286",2286,"SA",250000,"M",36,"PS",125000,-1.02263,"N"
"2287",2287,"SA",250000,"F",39,"S",75000,-0.92939,"U"
"2288",2288,"SA",250000,"F",32,"PS",75000,-1.29617,"U"
"2289",2289,"SA",250000,"M",35,"S",75000,-0.01265,"U"
"2290",2290,"SA",250000,"F",37,"PS",35000,-1.29617,"N"
"2291",2291,"SA",250000,"M",42,"P",15000,-1.23032,"N"
"2292",2292,"SA",250000,"M",30,"S",35000,-0.89647,"U"
"2293",2293,"SA",250000,"F",20,"S",35000,-1.00607,"U"
"2294",2294,"SA",250000,"F",57,"P",35000,1.32047,"Y"
"2295",2295,"SA",250000,"M",47,"P",35000,-1.21834,"N"
"2296",2296,"SA",250000,"F",45,"S",7500,-1.04094,"N"
